mASR
0.019827014
0.001324983
0.001324983
0.001324983
0.001324983
0.000309211
0.000309211
0.000309211
0.000309211
0.000309211
0.000164645
0.000164645
0.000164645
0.000164645
0.000164645
0.000399222
0.000399222
0.000399222
0.000399222
0.000399222
0.001026333
0.001026333
0.001026333
0.001026333
0.001026333
0.00149567
0.00149567
0.00149567
0.00149567
0.00149567
0.001840366
0.001840366
0.001840366
0.001840366
0.001840366
0.00182963
0.00182963
0.00182963
0.00182963
0.00182963
0.002134084
0.002134084
0.002134084
0.002134084
0.002134084
0.003184971
0.003184971
0.003184971
0.003184971
0.003184971
0.005203824
0.005203824
0.005203824
0.005203824
0.005203824
0.008301573
0.008301573
0.008301573
0.008301573
0.008301573
0.012146189
0.012146189
0.012146189
0.012146189
0.012146189
0.017586317
0.017586317
0.017586317
0.017586317
0.017586317
0.02540771
0.02540771
0.02540771
0.02540771
0.02540771
0.037231736
0.037231736
0.037231736
0.037231736
0.037231736
0.110698116
0.110698116
0.110698116
0.110698116
0.110698116
0.110698116
0.110698116
0.110698116
0.110698116
0.110698116
1
